ID,transaction_amount,account_tenure_years,num_prior_fraud_flags,country_risk_score,is_international,merchant_category,hour_of_day,channel,is_fraud,customer_age,device_trust_score,ethnicity,gender,country_of_origin,,,,
11278,87.23151997,5.942620536,0,6,0,luxury,13,web,0,49,0.205223777,White,Male,Nigeria,,,,
11279,181.7216559,6.756702954,0,6,0,travel,1,mobile,1,48,0.672713436,White,Other,China,,,,
11280,41.40483905,1.499435967,0,2,0,luxury,8,mobile,0,19,0.136772503,Asian,Male,China,,,,
11281,544.3427812,2.108732905,0,5,1,travel,6,mobile,1,29,0.022812292,Black,Female,China,,,,
11282,348.598174,23.2674303,0,9,0,luxury,17,web,0,44,0.863494533,Other,Other,UK,,,,
11283,175.5811507,2.344137349,0,1,1,electronics,19,web,0,22,0.333444401,Asian,Female,China,,,,
11284,302.7791921,7.152311229,0,4,0,clothing,10,web,0,54,0.156848983,Other,Male,UK,,,,
11285,96.625311,3.014023201,0,3,0,grocery,7,mobile,0,44,0.172709026,Black,Other,UK,,,,
11286,338.1292204,7.883518549,0,1,0,clothing,21,web,1,40,0.885895394,Black,Female,Nigeria,,,,
11287,127.0755349,7.327190872,0,1,0,clothing,20,web,0,50,0.654431406,Other,Other,Brazil,,,,
11288,119.7982653,5.50942858,0,1,0,travel,9,mobile,0,21,0.956346267,Other,Female,UK,,,,
11289,71.26980242,9.647470288,0,1,0,travel,17,branch,0,76,0.800040323,White,Female,Brazil,,,,
11290,227.5523369,14.00234864,0,2,0,electronics,16,branch,0,38,0.767542685,Black,Other,UK,,,,
11291,169.8129786,4.337304276,0,5,1,grocery,16,mobile,0,41,0.49982066,Asian,Female,Nigeria,,,,
11292,423.5426034,1.35555997,0,2,0,luxury,0,mobile,0,61,0.820804899,Asian,Other,UK,,,,
11293,63.69484232,2.542715833,0,4,0,luxury,21,branch,0,48,0.412652538,Black,Male,China,,,,
11294,228.3011865,7.100408152,0,9,0,clothing,3,web,1,61,0.827000497,Other,Female,Brazil,,,,
11295,371.7564593,5.261747795,0,3,0,electronics,10,mobile,1,65,0.757741292,Other,Female,France,,,,
11296,193.0421521,0.978847919,0,2,0,grocery,8,branch,0,41,0.678438626,Asian,Female,China,,,,
11297,125.1042704,0.262994633,0,4,0,luxury,8,web,1,66,0.329716186,Other,Female,Brazil,,,,
11298,189.3745706,5.743661782,0,9,0,clothing,2,mobile,0,70,0.630711637,Asian,Male,France,,,,
11299,401.1989146,1.445609035,0,4,1,electronics,5,branch,1,27,0.506787625,White,Other,China,,,,
11300,401.0870498,3.462439427,1,5,0,grocery,5,web,1,66,0.461542867,White,Other,Brazil,,,,
11301,151.8840361,6.866826958,1,4,1,clothing,9,web,1,66,0.990246333,White,Other,China,,,,
11302,396.4404123,4.135299294,0,8,1,clothing,9,branch,0,67,0.50439783,Black,Male,China,,,,
11303,163.7318098,0.434889159,0,4,0,electronics,16,web,0,19,0.031986205,Other,Male,UK,,,,
11304,300.4491424,1.026396831,0,2,0,electronics,14,branch,0,48,0.626467869,White,Other,UK,,,,
11305,247.6824422,1.238002137,0,4,0,electronics,3,branch,0,42,0.728010845,Asian,Other,Brazil,,,,
11306,121.0342312,1.49111553,0,2,0,electronics,21,web,0,21,0.885183869,White,Male,UK,,,,
11307,73.69381238,4.16668508,0,9,0,grocery,9,branch,0,68,0.632684727,Other,Male,UK,,,,
11308,378.3567803,3.505551812,0,8,0,electronics,7,branch,1,28,0.019457117,Asian,Female,Nigeria,,,,
11309,450.3156111,1.135507107,0,9,0,electronics,0,mobile,1,34,0.119744336,White,Other,India,,,,
11310,224.4100561,0.349724713,1,4,0,electronics,23,branch,0,61,0.161240049,Other,Other,India,,,,
11311,163.5625009,0.940283081,0,1,1,grocery,21,web,1,19,0.211261353,Asian,Other,China,,,,
11312,56.08895346,20.79643586,0,3,0,luxury,16,branch,1,23,0.799776897,White,Other,Brazil,,,,
11313,371.8211124,3.160702098,0,7,0,clothing,11,web,0,26,0.30976005,White,Other,India,,,,
11314,205.9792631,10.10003655,0,1,0,travel,11,mobile,0,22,0.312362323,Other,Female,France,,,,
11315,135.4267822,9.444187454,0,8,0,clothing,12,web,0,37,0.755587441,White,Male,Brazil,,,,
11316,306.3535909,3.58227922,0,9,0,grocery,13,branch,1,46,0.412436575,Other,Female,Brazil,,,,
11317,46.29450842,6.132586981,0,8,1,electronics,7,web,1,38,0.064639532,White,Female,France,,,,
11318,68.00814418,1.070621799,0,5,0,grocery,13,mobile,0,26,0.585126446,Asian,Other,India,,,,
11319,93.58832007,5.830121952,0,9,1,luxury,6,mobile,1,45,0.130067687,White,Female,France,,,,
11320,242.2046353,1.589913193,2,4,0,travel,16,mobile,1,78,0.57166428,Black,Female,UK,,,,
11321,190.9421772,8.920804957,0,9,0,luxury,10,web,0,72,0.779638108,White,Other,Brazil,,,,
11322,262.7715042,0.437188975,0,1,0,electronics,0,web,0,25,0.929489637,Other,Female,Nigeria,,,,
11323,354.896474,7.41708171,0,3,0,grocery,7,web,1,48,0.067052607,White,Female,France,,,,
11324,269.4469046,0.526452072,0,4,0,grocery,12,mobile,0,37,0.303966584,Black,Male,Brazil,,,,
11325,551.9327049,10.65111639,0,1,1,electronics,23,web,1,44,0.652463983,Asian,Other,China,,,,
11326,354.3371087,1.813497549,0,6,0,electronics,16,mobile,0,25,0.315453003,Black,Other,China,,,,
11327,151.6035746,5.312270216,0,4,0,travel,23,mobile,1,71,0.451025611,Asian,Female,Brazil,,,,
11328,106.6685162,3.34229507,0,4,0,luxury,23,branch,1,38,0.020090863,Black,Other,France,,,,
11329,155.2499505,2.28092293,0,1,0,electronics,11,branch,1,78,0.693498006,Black,Male,Nigeria,,,,
11330,276.0583244,5.184414326,0,5,0,electronics,15,mobile,1,45,0.883280132,Black,Female,Brazil,,,,
11331,116.5302921,14.73689965,0,9,1,luxury,9,mobile,1,40,0.976859648,Asian,Male,UK,,,,
11332,281.3983276,0.210727618,0,6,0,electronics,15,mobile,0,23,0.830533349,White,Female,UK,,,,
11333,259.4013603,12.55745589,0,8,0,travel,2,branch,0,20,0.031776262,Other,Female,UK,,,,
11334,72.72191186,4.696282886,0,4,0,travel,0,mobile,0,22,0.651853968,White,Other,Nigeria,,,,
11335,349.8526048,8.233474595,0,9,0,luxury,18,branch,1,26,0.495659246,Black,Other,India,,,,
11336,218.722065,2.421526692,0,7,0,clothing,23,branch,1,24,0.937895493,Asian,Female,UK,,,,
11337,534.424605,3.191808217,0,7,1,travel,7,web,1,77,0.902138865,Asian,Male,France,,,,
11338,164.172156,10.15709653,0,8,0,grocery,15,web,0,21,0.988046174,White,Female,India,,,,
11339,130.5103088,2.679417924,0,2,0,grocery,14,web,0,56,0.861934224,Asian,Female,France,,,,
11340,64.28892495,3.824930134,0,6,0,clothing,6,branch,1,22,0.546892134,Asian,Female,Nigeria,,,,
11341,63.32777942,0.102008141,0,7,0,travel,1,mobile,0,28,0.714900515,Black,Male,UK,,,,
11342,321.9157596,0.863428689,0,3,0,electronics,12,web,1,78,0.964677236,Asian,Other,Brazil,,,,
11343,499.4062706,5.131734999,1,8,0,clothing,4,branch,1,32,0.578116728,Asian,Other,UK,,,,
11344,153.5427161,6.311133815,0,1,0,electronics,9,mobile,0,51,0.839979187,Black,Male,Nigeria,,,,
11345,145.808098,4.368562643,0,1,0,grocery,7,web,0,30,0.942209876,White,Other,UK,,,,
11346,175.8749251,0.773395976,0,3,0,clothing,12,branch,1,71,0.570537691,Other,Female,UK,,,,
11347,366.1630228,2.947589671,0,6,0,travel,18,web,0,65,0.159154246,Other,Other,UK,,,,
11348,73.32406567,2.193259488,0,7,0,grocery,5,web,0,24,0.155563393,Other,Other,Nigeria,,,,
11349,199.3728187,3.422536501,0,2,0,travel,17,branch,1,57,0.115317174,White,Male,UK,,,,
11350,326.925149,10.21377536,0,6,0,electronics,7,web,1,23,0.47632318,Asian,Male,China,,,,
11351,240.0884604,7.477454205,0,5,0,travel,8,branch,0,73,0.480141578,Black,Female,Brazil,,,,
11352,4.591897611,0.438637265,0,6,0,clothing,16,branch,0,56,0.617371188,White,Female,Brazil,,,,
11353,270.3907965,11.0504488,0,1,0,electronics,3,web,1,67,0.482872814,Other,Other,India,,,,
11354,241.7568329,3.191090454,0,7,0,clothing,21,mobile,0,47,0.973055015,Asian,Male,India,,,,
11355,414.3393006,6.810197415,0,8,0,electronics,17,mobile,1,39,0.291310821,Other,Male,India,,,,
11356,473.4824603,0.754342543,0,7,1,clothing,5,mobile,1,42,0.873816626,Other,Female,India,,,,
11357,400.5770806,5.55422693,1,9,0,grocery,10,branch,1,45,0.100330428,Other,Other,Brazil,,,,
11358,176.5960135,1.348071528,0,1,0,clothing,22,web,1,71,0.601917678,White,Other,India,,,,
11359,33.60263412,2.884657059,0,9,0,grocery,21,mobile,1,37,0.648325217,Asian,Male,France,,,,
11360,144.9754898,0.085033336,0,3,0,luxury,9,web,0,56,0.772230127,Other,Male,China,,,,
11361,172.3593286,0.822077976,0,2,0,travel,10,mobile,1,20,0.503022213,White,Male,Nigeria,,,,
11362,495.2421349,0.482997766,0,6,0,electronics,7,mobile,1,22,0.197226287,Black,Male,China,,,,
11363,88.01532484,1.370501439,0,5,0,travel,20,web,0,18,0.368997613,Black,Female,Nigeria,,,,
11364,47.7358124,0.526903079,0,4,1,grocery,2,web,0,32,0.272161516,White,Female,Brazil,,,,
11365,117.1603473,5.886817087,1,4,0,grocery,1,web,0,43,0.419105516,Black,Male,Nigeria,,,,
11366,92.30465613,0.147349527,0,8,0,grocery,17,web,0,20,0.529968308,Other,Other,Nigeria,,,,
11367,43.05690828,4.808277916,0,3,0,clothing,1,mobile,1,57,0.625070291,White,Female,UK,,,,
11368,156.1663546,0.758231439,0,1,0,travel,11,web,0,74,0.845121945,White,Male,India,,,,
11369,177.5377442,14.51680998,0,5,1,grocery,4,branch,1,58,0.910010321,Black,Male,India,,,,
11370,40.4293003,13.52233861,0,8,0,luxury,3,mobile,0,64,0.462581285,Asian,Other,UK,,,,
11371,129.8501407,1.277708125,0,3,0,grocery,15,branch,0,59,0.088671437,Black,Other,Brazil,,,,
11372,87.20089053,4.765049759,0,2,0,travel,13,mobile,0,51,0.79706519,Other,Male,France,,,,
11373,181.9618691,0.142024736,0,1,0,grocery,1,mobile,1,69,0.477157725,Asian,Female,Brazil,,,,
11374,195.7331269,13.42571369,1,4,0,grocery,20,branch,1,22,0.546446601,Asian,Female,France,,,,
11375,87.2165729,3.701060904,1,2,0,electronics,6,mobile,0,48,0.59579414,Other,Other,France,,,,
11376,347.7456592,0.220925464,0,8,0,grocery,20,branch,1,68,0.667867759,Asian,Female,UK,,,,
11377,169.433156,2.096552521,0,9,0,travel,10,mobile,1,30,0.89010086,White,Female,Brazil,,,,
11378,90.91984566,0.399814806,0,1,0,electronics,23,web,0,60,0.952146195,Asian,Female,India,,,,
11379,37.67421563,2.495674795,0,2,0,electronics,11,mobile,0,18,0.940169319,Asian,Male,China,,,,
11380,203.5858084,5.542197219,0,6,0,grocery,21,branch,0,39,0.809463652,Black,Male,Brazil,,,,
11381,241.3472021,3.173352867,0,7,0,grocery,4,web,1,79,0.889242254,White,Female,Brazil,,,,
11382,111.7586355,2.42028701,0,2,1,luxury,23,web,0,32,0.049654769,Other,Male,China,,,,
11383,186.3449106,0.634379636,0,8,0,travel,15,web,1,43,0.849112666,White,Other,France,,,,
11384,473.4675368,1.404783994,0,9,0,travel,21,web,1,35,0.072265237,Asian,Female,France,,,,
11385,311.3282704,0.527598685,0,8,1,clothing,6,mobile,1,65,0.746193908,Black,Female,India,,,,
11386,14.6278874,8.238262682,0,9,0,clothing,7,branch,1,26,0.169363622,Other,Other,China,,,,
11387,89.99672633,0.726515341,0,6,0,travel,3,web,1,18,0.360110446,Other,Female,China,,,,
11388,150.2892573,4.523952649,0,7,0,grocery,3,branch,1,60,0.184183679,Asian,Female,India,,,,
11389,176.786378,2.098381149,0,6,1,electronics,5,branch,0,26,0.443461637,White,Female,China,,,,
11390,189.4018006,1.280777395,0,7,0,luxury,1,web,0,40,0.411747444,Black,Other,France,,,,
11391,230.478974,5.100878898,1,3,1,grocery,8,branch,1,60,0.048062844,White,Male,Brazil,,,,
11392,154.2602318,3.05325106,0,4,1,electronics,7,branch,0,62,0.830497945,White,Male,France,,,,
11393,169.1120053,2.555340493,0,9,0,travel,17,branch,1,75,0.854186496,Other,Female,Nigeria,,,,
11394,322.4825391,4.492892676,0,3,0,grocery,11,branch,1,19,0.787507244,White,Male,Nigeria,,,,
11395,206.5501546,3.379165967,0,2,0,luxury,15,mobile,0,31,0.847606603,White,Female,France,,,,
11396,58.32372129,1.808324067,0,7,0,clothing,0,mobile,1,55,0.750879035,Other,Other,India,,,,
11397,181.0781752,4.094246939,0,6,0,electronics,19,mobile,0,57,0.937484445,Other,Other,France,,,,
11398,150.6171824,5.535721564,0,3,1,grocery,3,branch,1,35,0.57639225,White,Female,Brazil,,,,
11399,22.64714823,0.135279452,0,6,0,luxury,13,mobile,1,33,0.582642547,Other,Female,Nigeria,,,,
11400,188.1675596,3.135596304,0,7,1,grocery,17,web,1,70,0.859909908,Black,Female,UK,,,,
11401,66.08453065,0.297069225,0,6,0,travel,4,branch,1,46,0.349415547,Black,Male,India,,,,
11402,325.7652483,1.031465444,0,1,0,electronics,2,mobile,1,61,0.050082354,White,Other,UK,,,,
11403,228.1240491,4.110687174,0,1,0,travel,18,mobile,0,28,0.749855395,Asian,Female,India,,,,
11404,55.18213661,10.05663145,0,9,0,travel,11,branch,1,23,0.254589179,Other,Male,UK,,,,
11405,315.7182439,10.7196093,0,6,1,clothing,18,branch,1,20,0.474235812,Asian,Female,UK,,,,
11406,418.8109283,0.362552452,0,2,0,travel,19,branch,1,31,0.240439836,Other,Other,China,,,,
11407,136.4250579,2.715927049,0,1,0,luxury,10,web,0,77,0.827090852,Other,Other,France,,,,
11408,149.9218267,4.37342302,0,2,0,electronics,20,mobile,0,19,0.958292965,White,Other,India,,,,
11409,294.7844405,0.795388431,0,8,0,clothing,19,web,1,49,0.055023104,Black,Female,China,,,,
11410,398.1326461,7.250053392,1,5,0,grocery,8,mobile,1,48,0.233371631,Asian,Other,Nigeria,,,,
11411,30.98691388,6.817486176,0,7,0,travel,19,branch,1,28,0.189562124,Black,Female,UK,,,,
11412,61.77192851,11.6828305,0,7,0,grocery,22,mobile,1,39,0.673203513,Black,Male,France,,,,
11413,119.0574765,0.042611116,0,2,0,clothing,4,branch,0,20,0.4286784,Asian,Male,Brazil,,,,
11414,129.9785978,1.221096999,0,4,0,grocery,9,mobile,0,67,0.456261664,Other,Male,India,,,,
11415,288.9424144,8.777717702,0,2,1,luxury,8,web,1,48,0.157079084,Asian,Female,India,,,,
11416,399.5111555,5.552109505,0,7,0,clothing,12,mobile,1,50,0.414734642,Black,Other,Nigeria,,,,
11417,419.5793936,11.24000415,0,5,0,electronics,7,branch,0,79,0.303228281,Asian,Other,UK,,,,
11418,30.1143559,0.294397642,0,1,0,electronics,21,web,0,41,0.611190915,White,Female,France,,,,
11419,82.7754042,4.54364653,1,2,0,electronics,12,web,1,18,0.217238229,Other,Male,UK,,,,
11420,101.2837023,4.208776286,0,6,0,electronics,21,mobile,0,61,0.614811341,Other,Male,France,,,,
11421,82.47349612,0.181631495,0,4,1,clothing,17,mobile,0,32,0.377745192,Asian,Female,Nigeria,,,,
11422,227.6257457,3.602818787,0,7,1,clothing,22,web,0,54,0.346294562,Other,Other,UK,,,,
11423,247.6069097,4.701896623,0,2,0,clothing,8,mobile,1,44,0.305556634,Other,Other,Brazil,,,,
11424,167.4971537,1.061594092,0,2,0,travel,8,branch,1,55,0.673833494,Black,Other,Nigeria,,,,
11425,155.5173454,1.596411255,0,6,0,clothing,1,branch,0,65,0.562418405,Black,Other,Nigeria,,,,
11426,123.3167233,5.113082821,0,8,1,clothing,6,mobile,1,44,0.8517217,Other,Male,India,,,,
11427,135.4390259,3.158388203,0,1,0,clothing,4,web,0,61,0.241610178,Other,Other,France,,,,
11428,469.9613582,9.76012203,0,5,1,electronics,20,mobile,0,29,0.040119579,Black,Female,China,,,,
11429,273.8058445,2.095653538,0,1,1,luxury,5,web,0,20,0.182023482,Other,Other,UK,,,,
11430,127.1785506,1.550726858,0,6,1,electronics,12,web,1,47,0.343356364,Other,Male,France,,,,
11431,153.1942668,20.95403734,1,7,0,luxury,23,branch,1,49,0.17965499,Black,Other,Nigeria,,,,
11432,231.4058223,12.10322791,0,6,0,luxury,17,mobile,0,40,0.083510678,Black,Other,UK,,,,
11433,55.16433333,0.147106695,0,9,0,luxury,2,web,1,19,0.445338473,Black,Female,Brazil,,,,
11434,185.810011,7.364244455,0,3,0,electronics,9,web,0,24,0.676933664,White,Other,France,,,,
11435,263.3542259,0.584550187,0,8,0,travel,22,web,1,51,0.751570767,Black,Other,France,,,,
11436,240.0473463,0.139349899,0,3,0,grocery,2,web,0,49,0.398727325,Other,Female,Brazil,,,,
11437,84.24839923,1.598929763,0,7,0,travel,0,branch,0,70,0.478044595,Black,Female,China,,,,
11438,98.67743609,1.56907545,0,5,0,electronics,5,branch,1,56,0.755470493,White,Female,China,,,,
11439,19.48202386,8.555104591,0,1,0,luxury,22,branch,0,49,0.35270783,Black,Female,Nigeria,,,,
11440,283.0673424,6.200889275,0,4,0,grocery,15,branch,0,60,0.784766211,Black,Male,China,,,,
11441,603.4206098,19.9795855,0,9,0,travel,16,branch,1,60,0.967376066,White,Other,France,,,,
11442,73.92074747,6.215524546,0,8,0,clothing,15,mobile,1,31,0.880480623,Asian,Other,India,,,,
11443,353.0321587,2.708620113,0,3,1,travel,9,mobile,1,20,0.453595337,Asian,Male,India,,,,
11444,568.8724444,6.00202357,0,2,0,electronics,6,branch,1,63,0.579518495,Black,Female,UK,,,,
11445,113.5234441,37.61107738,1,9,0,grocery,7,web,1,49,0.716426387,Asian,Other,Brazil,,,,
11446,153.3595495,6.19181863,0,1,0,clothing,2,web,1,60,0.349300442,Asian,Female,Nigeria,,,,
11447,201.6173114,7.170733302,0,9,1,grocery,4,mobile,1,53,0.7992381,Other,Female,India,,,,
11448,234.6303167,13.93262817,0,7,1,grocery,18,mobile,1,34,0.436916995,Other,Male,UK,,,,
11449,209.6828559,0.603223978,0,2,0,travel,6,mobile,1,65,0.846841558,Other,Male,UK,,,,
11450,121.0456613,6.100244906,1,5,0,luxury,17,branch,1,20,0.254733895,White,Female,China,,,,
11451,260.478587,9.512537624,0,2,0,travel,21,web,0,74,0.011378056,Asian,Other,France,,,,
11452,123.3590456,15.4368919,0,5,0,clothing,17,web,0,27,0.632688396,Black,Female,Nigeria,,,,
11453,220.2441199,1.184750179,0,7,0,electronics,5,mobile,0,70,0.451889117,White,Other,China,,,,
11454,162.9173255,3.505181165,0,5,1,travel,4,mobile,1,64,0.059823117,Asian,Female,China,,,,
11455,26.56680136,5.705848435,0,2,0,luxury,5,mobile,0,57,0.487612353,Black,Female,India,,,,
11456,388.426688,1.421556994,0,5,0,luxury,5,mobile,1,35,0.168569845,White,Other,Brazil,,,,
11457,100.9878722,4.587367946,0,6,0,travel,21,branch,1,20,0.629749163,Other,Male,China,,,,
11458,414.5240161,1.489192592,0,5,0,clothing,21,web,0,56,0.445045578,Black,Male,France,,,,
11459,343.5571012,2.028253281,1,2,0,luxury,22,branch,0,79,0.171124752,Other,Female,India,,,,
11460,197.1797906,2.912670687,0,6,0,luxury,10,web,0,27,0.411938947,Asian,Other,UK,,,,
11461,243.4015738,3.766504366,0,6,1,clothing,16,branch,1,69,0.232708808,Black,Male,China,,,,
11462,264.6110078,2.983423521,0,2,0,clothing,8,web,1,26,0.65309678,Other,Other,Brazil,,,,
11463,142.466421,3.398149952,0,4,1,clothing,21,branch,0,63,0.295143374,Other,Male,UK,,,,
11464,147.8902255,1.773304555,0,7,1,clothing,15,web,1,72,0.82201735,Asian,Other,China,,,,
11465,255.63809,0.865610573,0,1,0,travel,9,branch,0,63,0.014163205,Asian,Female,France,,,,
11466,164.2630251,0.242538401,1,1,0,travel,14,web,0,28,0.403417977,Asian,Other,Brazil,,,,
11467,121.3724562,1.090647728,0,6,1,grocery,7,mobile,1,77,0.617080456,Asian,Female,Brazil,,,,
11468,85.47544231,4.360695133,0,7,0,grocery,13,web,0,50,0.022608284,Asian,Male,France,,,,
11469,224.9334349,7.711594426,0,5,0,grocery,15,web,1,53,0.215841903,White,Other,UK,,,,
11470,98.14410509,0.927117399,0,8,0,luxury,18,branch,1,43,0.32741996,Other,Male,China,,,,
11471,304.6319794,0.574559693,0,4,1,clothing,2,mobile,1,44,0.021844555,Asian,Male,Brazil,,,,
11472,322.480216,6.917299122,0,3,0,travel,12,branch,0,55,0.546690705,Other,Female,Nigeria,,,,
11473,242.0684394,1.820356365,0,7,1,travel,8,web,1,39,0.630868389,White,Other,Nigeria,,,,
11474,278.895293,15.13089959,0,4,1,clothing,11,web,1,43,0.227522252,Black,Female,China,,,,
11475,242.5808893,6.26437936,0,1,0,grocery,4,web,1,39,0.543482727,Other,Other,UK,,,,
11476,292.825394,1.978237647,0,8,0,luxury,20,web,1,22,0.999126889,Other,Male,Brazil,,,,
11477,284.2416407,1.709232495,1,5,0,travel,18,branch,1,52,0.886919288,Other,Male,UK,,,,
11478,216.2801662,3.708519916,0,8,0,electronics,6,mobile,1,19,0.058660832,Black,Other,Nigeria,,,,
11479,346.5124972,0.412261662,0,8,0,luxury,6,web,0,52,0.127882464,White,Male,Brazil,,,,
11480,146.4887336,0.625982623,0,5,0,luxury,18,branch,0,26,0.494403321,Other,Male,Brazil,,,,
11481,87.81034991,0.967061449,0,8,1,grocery,7,branch,1,68,0.245201115,White,Female,China,,,,
11482,83.86916622,7.452135783,0,7,0,clothing,5,branch,1,68,0.080969237,Other,Male,China,,,,
11483,129.9865559,3.606265993,0,3,1,electronics,2,branch,1,66,0.254554493,Other,Male,China,,,,
11484,22.24804953,0.053116756,0,4,0,grocery,21,branch,0,35,0.061178098,Other,Male,China,,,,
11485,195.7470779,5.596879758,0,7,1,clothing,0,web,1,60,0.529912442,Black,Other,UK,,,,
11486,267.0837106,2.755549393,0,4,0,electronics,5,web,1,29,0.490250104,White,Male,Brazil,,,,
11487,319.3721218,3.575454615,0,6,1,travel,22,mobile,1,20,0.006326154,White,Female,UK,,,,
11488,33.3549316,1.204731949,0,2,0,electronics,19,mobile,0,35,0.482516396,Asian,Female,India,,,,
11489,86.31799546,4.012380337,0,2,0,grocery,19,mobile,0,73,0.519805147,Other,Female,India,,,,
11490,298.3229666,19.35278363,0,3,0,electronics,18,mobile,0,55,0.605703741,Black,Female,Nigeria,,,,
11491,142.875215,0.381407692,0,7,0,electronics,20,branch,1,24,0.970099724,Other,Male,Nigeria,,,,
11492,262.8933388,1.669798775,0,3,0,electronics,12,branch,0,50,0.982692427,White,Female,France,,,,
11493,52.41108079,1.391944229,0,3,1,travel,16,branch,1,23,0.526929311,White,Other,India,,,,
11494,411.2670184,1.428748442,0,4,0,clothing,21,branch,0,35,0.845186698,Other,Other,India,,,,
11495,48.36695221,2.379757273,0,6,0,electronics,17,branch,0,62,0.08516577,White,Male,China,,,,
11496,191.5460572,8.521759934,1,1,0,luxury,19,branch,1,39,0.531154622,Other,Other,China,,,,
11497,195.2252561,12.20112112,0,6,1,grocery,5,branch,1,68,0.678900059,Other,Other,France,,,,
11498,110.9126665,1.129581255,0,8,0,luxury,10,branch,0,56,0.56472882,Asian,Male,UK,,,,
11499,236.0381881,3.914811746,0,8,0,clothing,5,mobile,0,68,0.230720994,Black,Male,India,,,,
11500,240.8097617,5.065370849,0,6,0,grocery,6,web,1,26,0.062657986,Black,Female,China,,,,
11501,222.6337211,3.688918397,1,6,1,clothing,0,mobile,1,52,0.386669285,White,Female,India,,,,
11502,109.2163002,2.84648091,0,3,0,grocery,21,branch,0,40,0.647642498,White,Male,Nigeria,,,,
11503,92.10523499,1.065814532,0,2,0,luxury,23,branch,0,29,0.991713074,Asian,Other,France,,,,
11504,119.2155787,3.349295908,0,7,0,luxury,7,branch,0,69,0.236533451,White,Male,France,,,,
11505,81.44267563,2.564261946,0,8,0,travel,13,web,1,41,0.91778991,White,Female,Nigeria,,,,
11506,357.3231312,7.937485963,0,6,0,clothing,21,branch,0,79,0.0682614,Other,Male,India,,,,
11507,127.8183341,7.211242167,0,5,0,luxury,19,branch,0,67,0.930989274,Asian,Male,Brazil,,,,
11508,187.5152256,0.719344238,0,4,0,grocery,0,mobile,1,57,0.832366768,Other,Other,France,,,,
11509,297.4907942,0.463422938,0,1,0,electronics,4,mobile,0,26,0.020945353,Other,Male,India,,,,
11510,77.91393361,11.938207,0,9,0,electronics,4,branch,1,30,0.298185374,White,Female,UK,,,,
11511,46.30048593,3.834058905,0,4,0,electronics,13,web,0,57,0.050956654,Other,Male,France,,,,
11512,81.69619735,9.752636765,0,2,0,travel,6,web,0,71,0.995505872,Black,Other,Nigeria,,,,
11513,202.9130652,0.299552213,0,4,0,luxury,16,mobile,1,59,0.427844005,Black,Male,France,,,,
11514,192.9290661,3.73818174,0,5,0,clothing,10,mobile,1,34,0.66217352,Black,Other,Nigeria,,,,
11515,222.3283435,3.876414293,0,2,0,clothing,21,web,0,24,0.234190575,Asian,Male,UK,,,,
11516,153.6927981,9.855699947,0,7,0,travel,6,mobile,1,34,0.933736239,Asian,Other,India,,,,
11517,8.462726373,0.513542389,0,3,0,grocery,0,branch,0,72,0.274174089,Black,Male,Nigeria,,,,
11518,149.9253851,1.375116428,0,8,0,luxury,14,branch,1,79,0.260214607,Black,Male,Nigeria,,,,
11519,324.9466078,2.608913114,0,4,0,luxury,18,branch,0,67,0.314600096,Other,Male,China,,,,
11520,382.6032529,10.04366579,2,5,0,grocery,9,branch,1,41,0.462489165,Asian,Male,UK,,,,
11521,178.3763173,13.97485187,0,3,1,grocery,8,mobile,1,19,0.018532726,White,Male,Brazil,,,,
11522,193.4598372,24.61629589,0,5,1,luxury,12,branch,0,52,0.5978375,White,Female,France,,,,
11523,259.4713554,15.99456782,0,9,0,luxury,23,branch,1,78,0.031665797,Asian,Female,China,,,,
11524,375.4044538,0.029797392,0,2,0,electronics,12,branch,0,45,0.539202488,Other,Male,Brazil,,,,
11525,166.7348352,0.244419635,0,7,0,clothing,5,branch,0,36,0.457884902,Black,Other,France,,,,
11526,256.9538665,0.798536894,0,8,0,electronics,7,web,0,50,0.242547058,Other,Other,UK,,,,
11527,105.216984,2.145169131,1,3,1,electronics,11,branch,0,38,0.329768017,Other,Female,UK,,,,
11528,53.52608902,8.857373937,0,4,0,clothing,1,mobile,0,70,0.705659811,Asian,Female,Brazil,,,,
11529,114.7332239,11.15859234,0,2,0,travel,15,branch,0,27,0.00959752,Black,Female,UK,,,,
11530,433.2923396,1.034102539,0,9,0,travel,11,web,0,70,0.316647138,Asian,Other,India,,,,
11531,260.5890496,4.833503025,0,3,1,travel,22,branch,0,63,0.680297254,Asian,Female,Brazil,,,,
11532,58.63797728,12.46642738,1,9,0,travel,17,mobile,1,62,0.152273865,Other,Female,Nigeria,,,,
11533,269.0748609,3.115603752,0,7,0,grocery,2,mobile,1,26,0.560385654,Asian,Female,Nigeria,,,,
11534,63.05359424,0.546527947,0,6,0,electronics,17,web,1,55,0.168932928,Asian,Male,UK,,,,
11535,220.1367327,3.060727588,0,3,0,grocery,10,mobile,1,23,0.154761877,Asian,Male,UK,,,,
11536,75.22979953,2.356381412,0,7,0,grocery,4,mobile,1,68,0.772280096,Asian,Female,France,,,,
11537,55.44359101,4.309699287,1,3,0,clothing,12,mobile,1,70,0.266525353,Other,Other,Brazil,,,,
11538,481.3970767,2.887130764,0,6,0,travel,9,web,1,59,0.375769119,Black,Male,China,,,,
11539,127.7400646,0.08749065,1,8,0,luxury,20,web,1,72,0.730018066,Black,Female,Brazil,,,,
