ID,transaction_amount,account_tenure_years,num_prior_fraud_flags,country_risk_score,is_international,merchant_category,hour_of_day,channel,is_fraud
11217,273.7039502313162,2.261101876769615,0,6,0,electronics,3,mobile,0
11218,322.91744853412723,6.660053985414588,0,1,0,electronics,15,web,0
11219,58.45441570210701,3.597238555,0,6,0,electronics,2,web,0
11220,142.89463419619233,6.709704476343719,0,6,0,clothing,7,mobile,0
11221,156.21888435640625,11.891371035301244,0,2,1,luxury,15,branch,0
11222,151.43803561336432,12.693405586315045,0,9,0,clothing,1,web,1
11223,66.32788548519672,3.829737670873494,0,6,0,electronics,12,branch,0
11224,538.9030980042431,3.582164655073326,1,7,0,travel,18,mobile,1
11225,139.10420092430135,1.5440414419446475,0,2,1,grocery,23,branch,0
11226,70.95396239,13.728747220676622,0,2,0,grocery,15,mobile,0
11227,547.5571604715215,3.061700753271892,0,2,0,grocery,18,branch,0
11228,455.82947503753246,0.6824860131137827,0,9,0,grocery,7,mobile,1
11229,185.52465673210426,2.834378389375684,0,3,0,travel,22,mobile,1
11230,113.45089703650213,0.6794036091955953,0,4,0,electronics,1,mobile,0
11231,33.92605123708244,3.491117057,0,1,0,luxury,0,mobile,0
11232,242.15366647029634,4.1194182970573765,0,1,0,grocery,16,branch,0
11233,106.9206175138887,2.0606042537243283,0,4,1,luxury,17,web,0
11234,163.13968360481198,0.37173561883355655,0,2,0,clothing,6,mobile,0
11235,516.1285989656662,14.367886101836264,0,8,0,clothing,8,mobile,1
11236,100.38351304605875,7.4218101932800495,0,4,0,grocery,22,web,0
11237,234.8056707217082,9.128062781239416,0,3,0,electronics,2,web,1
11238,286.41967506647694,2.285384852635844,0,3,0,travel,23,mobile,1
11239,380.5406674149642,7.152924947410748,0,6,0,grocery,23,mobile,1
11240,154.0683101346767,3.321563544360741,0,6,1,clothing,10,branch,1
11241,141.7310260031415,1.122494148984496,0,6,0,clothing,15,web,0
11242,139.10479681863868,0.6643630592395477,0,6,1,luxury,8,branch,1
11243,218.73416535044706,2.1159885472496427,0,8,0,travel,11,mobile,0
11244,443.1841332033803,0.7399027550177045,0,8,0,grocery,13,mobile,1
11245,134.05785117288417,31.795211279775636,0,9,0,electronics,3,mobile,1
11246,8.723404079002773,0.25219982042414496,0,1,0,luxury,3,mobile,0
11247,308.8297909820577,2.909313624990126,0,8,0,travel,10,web,1
11248,175.46558543855093,3.008253339473695,0,5,0,luxury,1,branch,1
11249,242.54125268990293,1.7878905339210835,0,3,0,electronics,23,web,0
11250,35.382989988373936,4.235590982552985,0,3,1,clothing,17,mobile,1
11251,107.27132731632136,0.8124594972657122,0,6,0,grocery,2,branch,1
11252,291.67184113174056,7.660356540601815,0,8,0,grocery,1,mobile,1
11253,51.51884074971631,2.0206878352615707,0,2,0,electronics,0,web,1
11254,234.42553554980213,4.474390509075605,0,9,1,grocery,4,mobile,1
11255,162.107585,6.2875577571240635,1,5,1,grocery,6,web,1
11256,88.68156108780595,10.993022941624815,0,5,0,luxury,19,web,0
11257,82.42109603142204,9.032967856007147,0,1,0,electronics,3,mobile,1
11258,66.91388439,4.686410435457851,0,6,0,luxury,2,mobile,1
11259,174.75698770090054,2.458328272689677,0,5,0,grocery,5,web,1
11260,190.49865273930686,3.4978857435948774,1,7,1,travel,11,branch,1
11261,123.63204755873222,7.320950731948271,0,7,0,travel,15,web,0
11262,63.03456754361088,10.500080470594412,1,4,0,luxury,7,branch,1
11263,229.61780533520772,0.5478575594441457,0,5,0,clothing,10,web,0
11264,312.7197218,2.4294965948014093,0,8,0,clothing,12,mobile,1
11265,260.0584774,7.483149456404275,0,2,0,electronics,13,web,1
11266,598.3856054897126,2.8251047705081427,0,1,0,travel,17,branch,1
11267,144.15232254860598,2.019040638790372,1,6,0,travel,21,branch,1
11268,414.62790241269676,2.6493855891646882,0,4,0,luxury,7,branch,0
11269,96.40875972949705,4.617140043559967,0,3,0,grocery,0,branch,0
11270,83.31726571228333,42.71625210202447,0,7,0,electronics,3,branch,1
11271,183.01023236287867,3.3961467138488355,0,8,0,luxury,16,web,0
11272,476.70084479065434,1.1690920960535771,0,4,0,clothing,19,mobile,0
11273,131.76116613346147,0.8887396107965972,0,6,0,grocery,21,mobile,0
11274,35.35336708719724,0.21636324271303264,0,2,0,electronics,5,web,0
11275,308.64760356522794,4.091480280486301,0,8,0,grocery,4,mobile,1
11276,156.8185291256818,3.9325892185934626,0,6,0,clothing,13,web,0
11277,208.28710898354944,1.1485372757475143,0,9,0,luxury,18,branch,1
11278,87.23151996908135,5.942620535869003,0,6,0,luxury,13,web,0
11279,181.72165593327568,6.756702954275843,0,6,0,travel,1,mobile,1
11280,41.40483905148243,1.4994359667454271,0,2,0,luxury,8,mobile,0
11281,544.3427811656852,2.1087329045845107,0,5,1,travel,6,mobile,1
11282,348.5981739579558,23.26743029556626,0,9,0,luxury,17,web,0
11283,175.58115074621213,2.3441373487686947,0,1,1,electronics,19,web,0
11284,302.77919209856356,7.152311229384986,0,4,0,clothing,10,web,0
11285,96.62531100381486,3.0140232010788943,0,3,0,grocery,7,mobile,0
11286,338.1292204330235,7.8835185492001365,0,1,0,clothing,21,web,1
11287,127.07553493391927,7.327190872,0,1,0,clothing,20,web,0
11288,119.79826531363898,5.509428580430268,0,1,0,travel,9,mobile,0
11289,71.26980241702124,9.647470287572542,0,1,0,travel,17,branch,0
11290,227.55233691468808,14.002348641764987,0,2,0,electronics,16,branch,0
11291,169.81297857157685,4.337304276419738,0,5,1,grocery,16,mobile,0
11292,423.5426034187414,1.3555599695957699,0,2,0,luxury,0,mobile,0
11293,63.69484232293201,2.5427158331383004,0,4,0,luxury,21,branch,0
11294,228.30118646839205,7.100408152077707,0,9,0,clothing,3,web,1
11295,371.7564592873115,5.261747794915629,0,3,0,electronics,10,mobile,1
11296,193.04215214783787,0.978847919,0,2,0,grocery,8,branch,0
11297,125.10427036205967,0.26299463254236993,0,4,0,luxury,8,web,1
11298,189.37457064522826,5.743661782124656,0,9,0,clothing,2,mobile,0
11299,401.19891459219093,1.4456090353913107,0,4,1,electronics,5,branch,1
11300,401.08704979803457,3.4624394270043806,1,5,0,grocery,5,web,1
11301,151.88403607100193,6.8668269583024575,1,4,1,clothing,9,web,1
11302,396.4404123,4.135299293966748,0,8,1,clothing,9,branch,0
11303,163.73180981929653,0.4348891592802596,0,4,0,electronics,16,web,0
11304,300.44914244543713,1.0263968313478036,0,2,0,electronics,14,branch,0
11305,247.68244220457763,1.2380021374110515,0,4,0,electronics,3,branch,0
11306,121.0342312,1.4911155298857488,0,2,0,electronics,21,web,0
11307,73.69381238255636,4.1666850797721295,0,9,0,grocery,9,branch,0
11308,378.35678033088857,3.505551811747774,0,8,0,electronics,7,branch,1
11309,450.3156111081247,1.1355071065699534,0,9,0,electronics,0,mobile,1
11310,224.41005611149453,0.34972471275522465,1,4,0,electronics,23,branch,0
11311,163.5625009218635,0.9402830811170958,0,1,1,grocery,21,web,1
11312,56.088953459665845,20.796435862916685,0,3,0,luxury,16,branch,1
11313,371.8211123980046,3.160702098053709,0,7,0,clothing,11,web,0
11314,205.97926314913383,10.100036552801592,0,1,0,travel,11,mobile,0
11315,135.42678217491834,9.444187453792539,0,8,0,clothing,12,web,0
11316,306.35359092482366,3.582279220243509,0,9,0,grocery,13,branch,1
11317,46.29450842217815,6.132586980695869,0,8,1,electronics,7,web,1
11318,68.00814418417616,1.0706217989653755,0,5,0,grocery,13,mobile,0
11319,93.58832007483463,5.830121951762289,0,9,1,luxury,6,mobile,1
11320,242.20463530267367,1.5899131929353558,2,4,0,travel,16,mobile,1
11321,190.94217717465943,8.920804957215534,0,9,0,luxury,10,web,0
11322,262.77150421353826,0.4371889746036805,0,1,0,electronics,0,web,0
11323,354.89647397232426,7.417081709700513,0,3,0,grocery,7,web,1
11324,269.44690461350234,0.5264520715116939,0,4,0,grocery,12,mobile,0
11325,551.9327049000129,10.651116388123194,0,1,1,electronics,23,web,1
11326,354.33710871827617,1.8134975486229492,0,6,0,electronics,16,mobile,0
11327,151.6035745728904,5.312270216254646,0,4,0,travel,23,mobile,1
11328,106.66851615503283,3.342295070339043,0,4,0,luxury,23,branch,1
11329,155.24995054329625,2.2809229299758464,0,1,0,electronics,11,branch,1
11330,276.05832441636164,5.184414325910389,0,5,0,electronics,15,mobile,1
11331,116.53029214677812,14.736899649997516,0,9,1,luxury,9,mobile,1
11332,281.39832761860964,0.21072761756850805,0,6,0,electronics,15,mobile,0
11333,259.4013602695539,12.557455891426754,0,8,0,travel,2,branch,0
11334,72.72191185825905,4.696282885885006,0,4,0,travel,0,mobile,0
11335,349.8526048026806,8.233474594605326,0,9,0,luxury,18,branch,1
11336,218.7220649856919,2.4215266918911467,0,7,0,clothing,23,branch,1
11337,534.4246049671113,3.191808216742295,0,7,1,travel,7,web,1
11338,164.17215601965037,10.15709652531039,0,8,0,grocery,15,web,0
11339,130.51030878162518,2.6794179242322125,0,2,0,grocery,14,web,0
11340,64.28892495069756,3.824930133708935,0,6,0,clothing,6,branch,1
11341,63.32777942361506,0.10200814103715009,0,7,0,travel,1,mobile,0
11342,321.91575958527613,0.8634286888814079,0,3,0,electronics,12,web,1
11343,499.4062706404126,5.131734998569918,1,8,0,clothing,4,branch,1
11344,153.54271608348603,6.311133814936774,0,1,0,electronics,9,mobile,0
11345,145.8080979851464,4.368562643371641,0,1,0,grocery,7,web,0
11346,175.87492511481182,0.7733959756087203,0,3,0,clothing,12,branch,1
11347,366.1630228315182,2.947589670621511,0,6,0,travel,18,web,0
11348,73.32406566570508,2.193259487874664,0,7,0,grocery,5,web,0
11349,199.37281867886713,3.422536500603325,0,2,0,travel,17,branch,1
11350,326.9251489508964,10.213775360211075,0,6,0,electronics,7,web,1
11351,240.08846041055594,7.477454204752572,0,5,0,travel,8,branch,0
11352,4.591897610956338,0.43863726504070366,0,6,0,clothing,16,branch,0
11353,270.39079645441734,11.050448800080817,0,1,0,electronics,3,web,1
11354,241.75683289252578,3.1910904543916176,0,7,0,clothing,21,mobile,0
11355,414.3393005558765,6.810197414503687,0,8,0,electronics,17,mobile,1
11356,473.4824603079005,0.7543425426217574,0,7,1,clothing,5,mobile,1
11357,400.5770806,5.554226929717211,1,9,0,grocery,10,branch,1
11358,176.59601345861796,1.3480715275409303,0,1,0,clothing,22,web,1
11359,33.60263411832149,2.8846570589329543,0,9,0,grocery,21,mobile,1
11360,144.97548983788252,0.085033336,0,3,0,luxury,9,web,0
11361,172.35932855064294,0.8220779759251046,0,2,0,travel,10,mobile,1
11362,495.2421349203154,0.48299776562470687,0,6,0,electronics,7,mobile,1
11363,88.01532484233996,1.3705014389440293,0,5,0,travel,20,web,0
11364,47.73581239615695,0.5269030794342965,0,4,1,grocery,2,web,0
11365,117.16034731138598,5.886817086513211,1,4,0,grocery,1,web,0
11366,92.30465612998067,0.14734952734237788,0,8,0,grocery,17,web,0
11367,43.05690827887823,4.8082779163590255,0,3,0,clothing,1,mobile,1
11368,156.16635459400229,0.7582314386659899,0,1,0,travel,11,web,0
11369,177.53774416053824,14.516809980416859,0,5,1,grocery,4,branch,1
11370,40.42930029957159,13.522338612481928,0,8,0,luxury,3,mobile,0
11371,129.85014071508812,1.2777081248525164,0,3,0,grocery,15,branch,0
11372,87.20089053487709,4.765049758760423,0,2,0,travel,13,mobile,0
11373,181.96186909841583,0.14202473622481934,0,1,0,grocery,1,mobile,1
11374,195.73312694679933,13.425713688947718,1,4,0,grocery,20,branch,1
11375,87.21657290175727,3.7010609044161042,1,2,0,electronics,6,mobile,0
11376,347.74565915128153,0.22092546397210577,0,8,0,grocery,20,branch,1
11377,169.43315599436923,2.0965525214810294,0,9,0,travel,10,mobile,1
11378,90.91984565597282,0.3998148060152056,0,1,0,electronics,23,web,0
11379,37.674215632034844,2.4956747947699034,0,2,0,electronics,11,mobile,0
11380,203.58580835441714,5.542197219282602,0,6,0,grocery,21,branch,0
11381,241.34720206409898,3.1733528666519657,0,7,0,grocery,4,web,1
11382,111.75863548947574,2.4202870102976037,0,2,1,luxury,23,web,0
11383,186.3449105816811,0.6343796360553384,0,8,0,travel,15,web,1
11384,473.4675368367003,1.4047839940567663,0,9,0,travel,21,web,1
11385,311.3282704344734,0.5275986846551421,0,8,1,clothing,6,mobile,1
11386,14.62788739590061,8.238262682397183,0,9,0,clothing,7,branch,1
11387,89.99672633254082,0.7265153413955499,0,6,0,travel,3,web,1
11388,150.2892572692588,4.523952648966756,0,7,0,grocery,3,branch,1
11389,176.78637801773772,2.098381149198177,0,6,1,electronics,5,branch,0
11390,189.40180061149968,1.2807773949013366,0,7,0,luxury,1,web,0
11391,230.4789740424996,5.100878898,1,3,1,grocery,8,branch,1
11392,154.2602317753488,3.0532510602672653,0,4,1,electronics,7,branch,0
11393,169.1120053485201,2.5553404931745556,0,9,0,travel,17,branch,1
11394,322.4825390737832,4.492892676457078,0,3,0,grocery,11,branch,1
11395,206.55015457008363,3.379165967,0,2,0,luxury,15,mobile,0
11396,58.32372128528745,1.8083240672218246,0,7,0,clothing,0,mobile,1
11397,181.07817517950235,4.094246938587626,0,6,0,electronics,19,mobile,0
11398,150.61718243873062,5.535721563713098,0,3,1,grocery,3,branch,1
11399,22.64714823390741,0.13527945242274247,0,6,0,luxury,13,mobile,1
11400,188.1675596407456,3.135596304146064,0,7,1,grocery,17,web,1
11401,66.08453065312251,0.29706922486325804,0,6,0,travel,4,branch,1
11402,325.76524825630054,1.0314654436462904,0,1,0,electronics,2,mobile,1
11403,228.12404910431542,4.110687174071322,0,1,0,travel,18,mobile,0
11404,55.18213661128028,10.056631445853938,0,9,0,travel,11,branch,1
11405,315.71824391958125,10.719609301264732,0,6,1,clothing,18,branch,1
11406,418.8109282562675,0.36255245247511636,0,2,0,travel,19,branch,1
11407,136.42505786647493,2.7159270494756123,0,1,0,luxury,10,web,0
11408,149.9218266638582,4.373423020388461,0,2,0,electronics,20,mobile,0
11409,294.7844405027306,0.7953884312793005,0,8,0,clothing,19,web,1
11410,398.1326461,7.250053392353389,1,5,0,grocery,8,mobile,1
11411,30.986913884228606,6.817486176462234,0,7,0,travel,19,branch,1
11412,61.771928513329165,11.682830499827352,0,7,0,grocery,22,mobile,1
11413,119.05747651196839,0.042611116,0,2,0,clothing,4,branch,0
11414,129.97859776619302,1.2210969994935013,0,4,0,grocery,9,mobile,0
11415,288.9424144,8.777717702066528,0,2,1,luxury,8,web,1
11416,399.51115550537367,5.552109504599079,0,7,0,clothing,12,mobile,1
11417,419.5793935802987,11.240004149624694,0,5,0,electronics,7,branch,0
11418,30.11435589661895,0.29439764158314125,0,1,0,electronics,21,web,0
11419,82.77540419812745,4.5436465296853505,1,2,0,electronics,12,web,1
11420,101.28370226423024,4.208776285579335,0,6,0,electronics,21,mobile,0
11421,82.47349612053189,0.18163149514556026,0,4,1,clothing,17,mobile,0
11422,227.62574573023304,3.6028187872265676,0,7,1,clothing,22,web,0
11423,247.60690971288875,4.701896623264539,0,2,0,clothing,8,mobile,1
11424,167.49715374567472,1.061594092292946,0,2,0,travel,8,branch,1
11425,155.51734542109526,1.5964112552140466,0,6,0,clothing,1,branch,0
11426,123.31672331925078,5.113082820636049,0,8,1,clothing,6,mobile,1
11427,135.4390258903917,3.158388203,0,1,0,clothing,4,web,0
11428,469.96135815387186,9.760122030325572,0,5,1,electronics,20,mobile,0
11429,273.80584454933916,2.095653538,0,1,1,luxury,5,web,0
11430,127.17855063610682,1.5507268580307143,0,6,1,electronics,12,web,1
11431,153.19426675849525,20.954037344602405,1,7,0,luxury,23,branch,1
11432,231.40582226181223,12.103227905501194,0,6,0,luxury,17,mobile,0
11433,55.16433333484494,0.1471066951949631,0,9,0,luxury,2,web,1
11434,185.8100109715938,7.364244455452411,0,3,0,electronics,9,web,0
11435,263.35422586952484,0.584550187,0,8,0,travel,22,web,1
11436,240.0473462798627,0.13934989889788657,0,3,0,grocery,2,web,0
11437,84.24839923186883,1.5989297629266983,0,7,0,travel,0,branch,0
11438,98.67743609250834,1.5690754498880635,0,5,0,electronics,5,branch,1
11439,19.482023864670804,8.555104591233361,0,1,0,luxury,22,branch,0
11440,283.06734244971864,6.2008892754923695,0,4,0,grocery,15,branch,0
11441,603.4206097879107,19.979585503333233,0,9,0,travel,16,branch,1
11442,73.92074746824167,6.215524545763442,0,8,0,clothing,15,mobile,1
11443,353.0321587089504,2.7086201131138763,0,3,1,travel,9,mobile,1
11444,568.8724444306831,6.002023570110058,0,2,0,electronics,6,branch,1
11445,113.52344412217663,37.611077380564524,1,9,0,grocery,7,web,1
11446,153.35954951409926,6.191818629695845,0,1,0,clothing,2,web,1
11447,201.6173113567208,7.170733301697566,0,9,1,grocery,4,mobile,1
11448,234.63031671877474,13.932628172168865,0,7,1,grocery,18,mobile,1
11449,209.68285589926475,0.6032239778177931,0,2,0,travel,6,mobile,1
11450,121.04566126143337,6.100244905966719,1,5,0,luxury,17,branch,1
11451,260.4785869671771,9.512537623837556,0,2,0,travel,21,web,0
11452,123.3590455808162,15.436891895720187,0,5,0,clothing,17,web,0
11453,220.24411988291587,1.184750179206998,0,7,0,electronics,5,mobile,0
11454,162.91732551804213,3.505181164555272,0,5,1,travel,4,mobile,1
11455,26.56680136147298,5.705848435099564,0,2,0,luxury,5,mobile,0
11456,388.4266880428469,1.421556994475052,0,5,0,luxury,5,mobile,1
11457,100.9878721927153,4.587367946499668,0,6,0,travel,21,branch,1
11458,414.5240160614105,1.4891925915457982,0,5,0,clothing,21,web,0
11459,343.5571012,2.0282532805930136,1,2,0,luxury,22,branch,0
11460,197.17979061100786,2.9126706866420897,0,6,0,luxury,10,web,0
11461,243.40157384901744,3.7665043655871355,0,6,1,clothing,16,branch,1
11462,264.61100777825544,2.983423521114001,0,2,0,clothing,8,web,1
11463,142.46642102742243,3.398149951883856,0,4,1,clothing,21,branch,0
11464,147.89022547340508,1.7733045551000868,0,7,1,clothing,15,web,1
11465,255.63808995521418,0.8656105727332369,0,1,0,travel,9,branch,0
11466,164.26302506095234,0.2425384013247436,1,1,0,travel,14,web,0
11467,121.37245619575823,1.0906477279537434,0,6,1,grocery,7,mobile,1
11468,85.47544230941811,4.360695133062255,0,7,0,grocery,13,web,0
11469,224.93343487023205,7.711594426226188,0,5,0,grocery,15,web,1
11470,98.14410509267267,0.9271173985889193,0,8,0,luxury,18,branch,1
11471,304.6319794009326,0.574559693,0,4,1,clothing,2,mobile,1
11472,322.4802160325438,6.917299122072387,0,3,0,travel,12,branch,0
11473,242.06843937169032,1.820356365467759,0,7,1,travel,8,web,1
11474,278.89529304683236,15.130899593914567,0,4,1,clothing,11,web,1
11475,242.5808893,6.264379360025175,0,1,0,grocery,4,web,1
11476,292.82539402866473,1.9782376474821453,0,8,0,luxury,20,web,1
11477,284.2416406647692,1.7092324952244433,1,5,0,travel,18,branch,1
11478,216.2801661863562,3.7085199156503124,0,8,0,electronics,6,mobile,1
11479,346.51249720480024,0.4122616622848423,0,8,0,luxury,6,web,0
11480,146.48873360453757,0.6259826225458474,0,5,0,luxury,18,branch,0
11481,87.81034991,0.9670614490689198,0,8,1,grocery,7,branch,1
11482,83.86916622381423,7.452135783,0,7,0,clothing,5,branch,1
11483,129.9865558548977,3.606265993,0,3,1,electronics,2,branch,1
11484,22.248049527967805,0.053116756414025953,0,4,0,grocery,21,branch,0
11485,195.74707791391134,5.596879758379321,0,7,1,clothing,0,web,1
11486,267.0837106140708,2.755549393120834,0,4,0,electronics,5,web,1
11487,319.37212175703246,3.575454614670457,0,6,1,travel,22,mobile,1
11488,33.35493160273106,1.204731949364785,0,2,0,electronics,19,mobile,0
11489,86.31799545865093,4.0123803366979915,0,2,0,grocery,19,mobile,0
11490,298.32296664527433,19.35278363287538,0,3,0,electronics,18,mobile,0
11491,142.87521498198598,0.3814076916833864,0,7,0,electronics,20,branch,1
11492,262.8933388355442,1.669798775390978,0,3,0,electronics,12,branch,0
11493,52.411080791407684,1.3919442285468029,0,3,1,travel,16,branch,1
11494,411.2670184,1.4287484418866452,0,4,0,clothing,21,branch,0
11495,48.366952210551176,2.3797572732346235,0,6,0,electronics,17,branch,0
11496,191.54605721140584,8.521759933957341,1,1,0,luxury,19,branch,1
11497,195.22525607714013,12.201121123586915,0,6,1,grocery,5,branch,1
11498,110.91266646372154,1.1295812550976303,0,8,0,luxury,10,branch,0
11499,236.0381881018005,3.914811745581188,0,8,0,clothing,5,mobile,0
11500,240.8097617225878,5.065370849228059,0,6,0,grocery,6,web,1
11501,222.63372108582286,3.688918396589304,1,6,1,clothing,0,mobile,1
11502,109.21630015980995,2.8464809098393404,0,3,0,grocery,21,branch,0
11503,92.10523499214437,1.0658145319493577,0,2,0,luxury,23,branch,0
11504,119.21557874146924,3.3492959084177016,0,7,0,luxury,7,branch,0
11505,81.44267563383558,2.5642619456011264,0,8,0,travel,13,web,1
11506,357.32313122640977,7.937485962984204,0,6,0,clothing,21,branch,0
11507,127.81833411568049,7.211242167,0,5,0,luxury,19,branch,0
11508,187.51522556234843,0.7193442378183413,0,4,0,grocery,0,mobile,1
11509,297.49079418247504,0.46342293754909203,0,1,0,electronics,4,mobile,0
11510,77.91393360525201,11.938206997037732,0,9,0,electronics,4,branch,1
11511,46.300485926043216,3.8340589054738543,0,4,0,electronics,13,web,0
11512,81.69619735084339,9.752636764664125,0,2,0,travel,6,web,0
11513,202.91306517399406,0.2995522125250139,0,4,0,luxury,16,mobile,1
11514,192.92906609786368,3.738181739690902,0,5,0,clothing,10,mobile,1
11515,222.3283434703009,3.8764142927522443,0,2,0,clothing,21,web,0
11516,153.6927981,9.855699947083055,0,7,0,travel,6,mobile,1
11517,8.462726372752064,0.513542389,0,3,0,grocery,0,branch,0
11518,149.92538510304797,1.3751164280932842,0,8,0,luxury,14,branch,1
11519,324.94660778678906,2.608913114247234,0,4,0,luxury,18,branch,0
11520,382.6032529,10.043665794964689,2,5,0,grocery,9,branch,1
11521,178.3763172737568,13.974851871574272,0,3,1,grocery,8,mobile,1
11522,193.45983715519725,24.61629588877973,0,5,1,luxury,12,branch,0
11523,259.4713553757843,15.994567823447777,0,9,0,luxury,23,branch,1
11524,375.4044537741217,0.029797391561000024,0,2,0,electronics,12,branch,0
11525,166.7348351537435,0.24441963545801523,0,7,0,clothing,5,branch,0
11526,256.95386654150826,0.7985368936995978,0,8,0,electronics,7,web,0
11527,105.2169840446896,2.145169131444126,1,3,1,electronics,11,branch,0
11528,53.526089023387016,8.857373937369244,0,4,0,clothing,1,mobile,0
11529,114.73322387348486,11.15859234,0,2,0,travel,15,branch,0
11530,433.29233961459755,1.0341025394013146,0,9,0,travel,11,web,0
11531,260.58904962219754,4.833503025330307,0,3,1,travel,22,branch,0
11532,58.63797728,12.466427375471278,1,9,0,travel,17,mobile,1
11533,269.0748608775946,3.115603752252843,0,7,0,grocery,2,mobile,1
11534,63.05359423574755,0.546527947,0,6,0,electronics,17,web,1
11535,220.1367327008494,3.0607275880132634,0,3,0,grocery,10,mobile,1
11536,75.22979953097433,2.3563814119310154,0,7,0,grocery,4,mobile,1
11537,55.44359101056639,4.309699286547004,1,3,0,clothing,12,mobile,1
11538,481.3970767050174,2.8871307638585586,0,6,0,travel,9,web,1
11539,127.74006457927744,0.08749065,1,8,0,luxury,20,web,1
11540,257.29527086149113,25.57809058350471,0,5,0,travel,21,web,0
11541,172.00531868423596,3.921273634100653,1,3,0,electronics,14,web,0
11542,67.87640129655512,3.208761633752428,0,6,1,grocery,5,web,1
11543,138.86220315996073,15.46312939702559,0,8,0,electronics,15,web,1
11544,68.43388568611027,0.8471867841126747,0,3,0,grocery,22,web,0
11545,712.4457925683398,1.0489012128528832,0,5,0,grocery,7,web,1
11546,289.86445731150053,8.251683639701712,0,9,0,grocery,19,web,1
11547,169.58385736519944,1.511144025134883,0,3,0,luxury,2,branch,1
11548,247.7472664105303,8.027904458842013,0,2,0,travel,4,web,1
11549,277.13133884533175,1.5840680792119954,0,8,0,grocery,14,branch,0
11550,277.6397978355053,0.16875417840230417,0,7,0,clothing,2,web,1
11551,269.4980404273834,3.638845550158627,0,9,0,grocery,14,web,1
11552,255.3390005769387,1.0950507413261057,0,4,0,travel,1,web,1
11553,180.16511296308067,7.090913006391244,0,3,0,travel,11,branch,0
11554,457.28951237882205,5.124945632955367,0,5,0,luxury,4,branch,1
11555,188.85490236203748,12.859037522981776,0,1,0,grocery,8,web,0
11556,173.32293738482997,7.639021368638328,0,5,0,clothing,21,web,0
11557,190.06149947730967,0.996988366,0,3,0,luxury,3,branch,0
11558,200.1863127571259,8.051147044543962,0,1,0,luxury,22,web,0
11559,33.649789745253145,5.132440252552294,0,3,0,grocery,20,web,0
11560,80.95691355,5.527454084381676,1,5,0,grocery,6,branch,1
11561,153.68876108262782,8.926786612972199,1,5,0,luxury,15,branch,1
11562,31.80580567567606,4.264515174211361,0,8,1,luxury,12,branch,1
11563,169.37766836429918,3.1368301061450787,0,1,0,luxury,1,web,1
11564,198.25934816710716,5.0618202501549785,0,7,0,electronics,1,branch,1
11565,51.172852783158554,1.7688061714277428,0,5,0,luxury,8,web,1
11566,99.08636431403173,1.0081159902760346,0,3,1,travel,14,mobile,0
11567,392.9195423377612,4.7932236380988975,0,4,0,clothing,3,mobile,1
11568,249.5291980245979,1.331875886229187,0,3,0,clothing,16,web,0
11569,239.61577848349802,0.4164467037327557,0,8,1,grocery,8,web,0
11570,361.4426363644283,0.002771691,0,4,0,luxury,14,branch,0
11571,82.37225625930691,4.686542854055855,0,3,0,clothing,0,web,0
11572,51.32499937745655,2.2482511289023117,0,2,1,clothing,1,web,0
11573,329.38656381120063,6.977906168,0,3,0,travel,8,branch,1
11574,157.0524600084335,2.351429531915711,1,7,1,travel,10,web,1
11575,80.42790208328299,3.327693610920786,0,6,0,electronics,18,mobile,0
11576,33.35046339721402,2.613520917,0,5,1,electronics,0,web,1
11577,191.6722972394551,5.257328673993927,1,8,0,clothing,18,branch,1
11578,143.31687081622343,2.2013633315698216,0,1,0,grocery,8,web,0
11579,124.64854763369331,16.58901456,0,3,1,clothing,1,web,1
11580,13.149704941644211,13.755857513029818,0,2,0,grocery,4,web,0
11581,453.3571741171675,9.420291725503047,0,2,0,clothing,16,mobile,0
11582,42.13976909654581,12.64744544,0,1,0,travel,0,branch,1
11583,134.55772085240326,2.9813701002274096,0,5,0,luxury,13,mobile,1
11584,117.16624722699933,3.843993682557319,0,5,1,clothing,11,mobile,1
11585,254.77994871108373,6.775773221800697,0,3,0,electronics,22,branch,0
11586,33.77344078,5.956038545328976,0,9,0,grocery,9,branch,0
11587,233.73624086758844,11.067315356831052,1,6,0,grocery,18,mobile,1
11588,192.3768284004372,6.299736547900267,0,6,1,clothing,14,mobile,0
11589,94.98023763402358,30.792812612760216,0,6,0,grocery,0,web,0
11590,227.91607885406347,2.1424339236549277,0,2,0,electronics,0,branch,0
11591,169.15087548795003,8.948739735661631,0,8,1,travel,10,mobile,1
11592,524.9822396869513,5.980598980887557,0,6,0,luxury,10,web,1
11593,143.21594195065015,5.878327082703758,1,3,0,luxury,4,mobile,1
11594,71.17357582492335,1.9714063662613652,0,9,0,grocery,2,mobile,1
11595,235.39543160038744,7.699601050012223,0,2,0,clothing,10,branch,1
11596,129.42987203999198,11.531762019413739,0,7,0,grocery,3,mobile,1
11597,166.5752042360363,1.2330107097309648,0,3,0,electronics,5,branch,0
11598,51.74827959657456,4.910775152221248,1,6,0,clothing,17,mobile,1
11599,257.52432548725653,2.4890109000036027,0,5,0,travel,6,web,1
11600,113.05120483704347,22.804866724910987,0,6,0,electronics,20,branch,1
11601,203.40169423252715,3.2584219889258588,0,8,0,travel,23,branch,1
11602,611.2587446961821,1.2959277394021453,0,3,0,clothing,3,web,1
11603,136.76659715488688,2.405182340789365,0,2,0,travel,13,branch,1
